registro_id,cell_index,anio,mes,anio_mes,asset_fuente,viirs_soporte_nativo_m,viirs_detecciones_todas_support_mean,viirs_detecciones_nominal_alta_support_mean,viirs_presencia_fuego_support_frac,viirs_presencia_fuego_nominal_alta_support_frac,viirs_frp_suma_observada_support_mean_mw,viirs_frp_maxima_support_mean_mw,viirs_dias_validos_support_mean,viirs_disponibilidad_support_pct,viirs_observado_support_mean,viirs_source_coverage_frac,viirs_observed_support_frac,viirs_evidencia_fuego_any,viirs_evidencia_fuego_nominal_alta_any,estrato_muestra,procedencia,fuente_primaria,unidad_analisis,datos_simulados,version_origen
VCM_0077,1931,2024,7,2024-07,VIIRS_PREP_2024_07,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,21.0,67.74193572998047,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0078,1079,2024,9,2024-09,VIIRS_PREP_2024_09,926.625433055833,1.0,1.0,1.0,1.0,28.600000381469727,28.600000381469727,29.0,96.66666412353516,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0079,1367,2024,9,2024-09,VIIRS_PREP_2024_09,926.625433055833,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7611940298507462,12.17910447761194,12.17910447761194,29.0,96.66666412353516,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0080,1466,2024,9,2024-09,VIIRS_PREP_2024_09,926.625433055833,0.119047619047619,0.119047619047619,0.119047619047619,0.119047619047619,7.34523818606422,7.34523818606422,29.0,96.66666412353516,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0081,1755,2024,9,2024-09,VIIRS_PREP_2024_09,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,29.0,96.66666412353516,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0082,2477,2024,10,2024-10,VIIRS_PREP_2024_10,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0083,2856,2024,11,2024-11,VIIRS_PREP_2024_11,926.625433055833,1.0,1.0,1.0,1.0,36.900001525878906,36.900001525878906,27.0,90.0,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0084,2901,2024,11,2024-11,VIIRS_PREP_2024_11,926.625433055833,0.0735294117647058,0.0735294117647058,0.0735294117647058,0.0735294117647058,1.875,1.875,27.0,90.0,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0085,6069,2024,11,2024-11,VIIRS_PREP_2024_11,926.625433055833,0.0441176470588235,0.0441176470588235,0.0441176470588235,0.0441176470588235,0.3352941134396721,0.3352941134396721,27.0,90.0,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0086,6354,2024,11,2024-11,VIIRS_PREP_2024_11,926.625433055833,1.0,1.0,1.0,1.0,14.600000381469728,14.600000381469728,27.0,90.0,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0087,6522,2024,11,2024-11,VIIRS_PREP_2024_11,926.625433055833,0.6911764705882354,0.0,0.6911764705882354,0.0,6.566176470588236,6.566176470588236,27.0,90.0,1.0,1.0,1.0,1,0,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0088,7324,2024,11,2024-11,VIIRS_PREP_2024_11,926.625433055833,0.9210526315789476,0.9210526315789476,0.4473684210526316,0.4473684210526316,22.34210586547852,11.542105323389956,27.0,90.0,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0089,7476,2024,11,2024-11,VIIRS_PREP_2024_11,926.625433055833,1.0,1.0,1.0,1.0,18.114706123576447,18.114706123576447,27.0,90.0,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0090,2626,2024,12,2024-12,VIIRS_PREP_2024_12,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0091,810,2025,1,2025-01,VIIRS_PREP_2025_01,926.625433055833,1.0,1.0,1.0,1.0,10.699999809265137,10.699999809265137,31.0,100.0,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0092,1652,2025,2,2025-02,VIIRS_PREP_2025_02,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,28.0,100.0,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0093,5296,2025,2,2025-02,VIIRS_PREP_2025_02,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,28.0,100.0,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0094,5461,2025,3,2025-03,VIIRS_PREP_2025_03,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0095,6058,2025,3,2025-03,VIIRS_PREP_2025_03,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0096,1775,2025,8,2025-08,VIIRS_PREP_2025_08,926.625433055833,0.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,1.0,1.0,1.0,0,0,sin_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0097,2905,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,0.3382352941176469,0.3382352941176469,0.3382352941176469,0.3382352941176469,1.8602941176470584,1.8602941176470584,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0098,6427,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,0.0705882352941176,0.0705882352941176,0.0705882352941176,0.0705882352941176,0.5505882487577549,0.5505882487577549,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0099,7003,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,0.75,0.75,0.75,0.75,7.7250001430511475,7.7250001430511475,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0100,7055,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,1.0,1.0,1.0,1.0,10.300000190734863,10.300000190734863,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0101,7104,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,1.0,1.0,1.0,1.0,58.20000076293945,58.20000076293945,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0102,7279,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,1.4117647269192863,1.4117647269192863,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0103,7565,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.1323529411764706,2.395588285782758,2.395588285782758,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0104,7568,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,0.75,0.75,0.75,0.75,13.575000286102297,13.575000286102297,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
VCM_0105,7718,2025,12,2025-12,VIIRS_PREP_2025_12,926.625433055833,1.0,1.0,1.0,1.0,12.399999618530272,12.399999618530272,30.0,96.7741928100586,1.0,1.0,1.0,1,1,con_fuego,registros_previamente_procesados,NASA FIRMS - VIIRS,celda_mes_500m,False,v1.0.3
