cell_index,cell_id,fila,columna,xmin_m,ymin_m,xmax_m,ymax_m,centro_x_m,centro_y_m,area_nominal_m2,area_nominal_ha,area_dentro_loja_m2,area_dentro_loja_ha,fraccion_dentro_loja,es_celda_completa,fraccion_lt_001,fraccion_lt_005,fraccion_lt_010,fraccion_lt_025,fraccion_lt_050,geometria_presente,epsg,categoria_cobertura_territorial
0,LJ500_R000_C073,0,73,697500.0,9501000.0,698000.0,9501500.0,697750.0,9501250.0,250000.0,25.0,88.59659452276875,0.008859659452276875,0.00035438637809107504,False,True,True,True,True,True,True,32717,parcial_lt_050
1,LJ500_R000_C074,0,74,698000.0,9501000.0,698500.0,9501500.0,698250.0,9501250.0,250000.0,25.0,76084.4264922633,7.60844264922633,0.3043377059690532,False,False,False,False,False,True,True,32717,parcial_lt_050
2,LJ500_R000_C075,0,75,698500.0,9501000.0,699000.0,9501500.0,698750.0,9501250.0,250000.0,25.0,77466.61766379139,7.746661766379139,0.30986647065516554,False,False,False,False,False,True,True,32717,parcial_lt_050
3,LJ500_R001_C049,1,49,685500.0,9501500.0,686000.0,9502000.0,685750.0,9501750.0,250000.0,25.0,8345.236130850593,0.8345236130850593,0.03338094452340237,False,False,True,True,True,True,True,32717,parcial_lt_050
4,LJ500_R001_C050,1,50,686000.0,9501500.0,686500.0,9502000.0,686250.0,9501750.0,250000.0,25.0,111168.65586140739,11.116865586140738,0.4446746234456295,False,False,False,False,False,True,True,32717,parcial_lt_050
5,LJ500_R001_C051,1,51,686500.0,9501500.0,687000.0,9502000.0,686750.0,9501750.0,250000.0,25.0,141943.35744407194,14.194335744407194,0.5677734297762878,False,False,False,False,False,False,True,32717,parcial_ge_050
6,LJ500_R001_C052,1,52,687000.0,9501500.0,687500.0,9502000.0,687250.0,9501750.0,250000.0,25.0,96326.7725217481,9.63267725217481,0.38530709008699243,False,False,False,False,False,True,True,32717,parcial_lt_050
7,LJ500_R001_C053,1,53,687500.0,9501500.0,688000.0,9502000.0,687750.0,9501750.0,250000.0,25.0,759.557155632742,0.0759557155632742,0.003038228622530968,False,True,True,True,True,True,True,32717,parcial_lt_050
8,LJ500_R001_C072,1,72,697000.0,9501500.0,697500.0,9502000.0,697250.0,9501750.0,250000.0,25.0,8445.211530854383,0.8445211530854383,0.033780846123417536,False,False,True,True,True,True,True,32717,parcial_lt_050
9,LJ500_R001_C073,1,73,697500.0,9501500.0,698000.0,9502000.0,697750.0,9501750.0,250000.0,25.0,166621.97863968942,16.66219786396894,0.6664879145587577,False,False,False,False,False,False,True,32717,parcial_ge_050
10,LJ500_R001_C074,1,74,698000.0,9501500.0,698500.0,9502000.0,698250.0,9501750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
11,LJ500_R001_C075,1,75,698500.0,9501500.0,699000.0,9502000.0,698750.0,9501750.0,250000.0,25.0,219051.280070876,21.9051280070876,0.8762051202835041,False,False,False,False,False,False,True,32717,parcial_ge_050
12,LJ500_R001_C076,1,76,699000.0,9501500.0,699500.0,9502000.0,699250.0,9501750.0,250000.0,25.0,33257.73856170311,3.325773856170311,0.13303095424681244,False,False,False,False,True,True,True,32717,parcial_lt_050
13,LJ500_R002_C051,2,51,686500.0,9502000.0,687000.0,9502500.0,686750.0,9502250.0,250000.0,25.0,4124.797016375415,0.41247970163754155,0.01649918806550166,False,False,True,True,True,True,True,32717,parcial_lt_050
14,LJ500_R002_C052,2,52,687000.0,9502000.0,687500.0,9502500.0,687250.0,9502250.0,250000.0,25.0,186677.04873632235,18.667704873632236,0.7467081949452894,False,False,False,False,False,False,True,32717,parcial_ge_050
15,LJ500_R002_C053,2,53,687500.0,9502000.0,688000.0,9502500.0,687750.0,9502250.0,250000.0,25.0,195522.3341426223,19.55223341426223,0.7820893365704892,False,False,False,False,False,False,True,32717,parcial_ge_050
16,LJ500_R002_C054,2,54,688000.0,9502000.0,688500.0,9502500.0,688250.0,9502250.0,250000.0,25.0,37569.35140997461,3.756935140997461,0.15027740563989844,False,False,False,False,True,True,True,32717,parcial_lt_050
17,LJ500_R002_C072,2,72,697000.0,9502000.0,697500.0,9502500.0,697250.0,9502250.0,250000.0,25.0,32511.26636280411,3.2511266362804108,0.13004506545121644,False,False,False,False,True,True,True,32717,parcial_lt_050
18,LJ500_R002_C073,2,73,697500.0,9502000.0,698000.0,9502500.0,697750.0,9502250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
19,LJ500_R002_C074,2,74,698000.0,9502000.0,698500.0,9502500.0,698250.0,9502250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
20,LJ500_R002_C075,2,75,698500.0,9502000.0,699000.0,9502500.0,698750.0,9502250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
21,LJ500_R002_C076,2,76,699000.0,9502000.0,699500.0,9502500.0,699250.0,9502250.0,250000.0,25.0,140696.88289933343,14.069688289933342,0.5627875315973337,False,False,False,False,False,False,True,32717,parcial_ge_050
22,LJ500_R003_C052,3,52,687000.0,9502500.0,687500.0,9503000.0,687250.0,9502750.0,250000.0,25.0,29051.27284335426,2.905127284335426,0.11620509137341704,False,False,False,False,True,True,True,32717,parcial_lt_050
23,LJ500_R003_C053,3,53,687500.0,9502500.0,688000.0,9503000.0,687750.0,9502750.0,250000.0,25.0,248500.7771309876,24.850077713098763,0.9940031085239505,False,False,False,False,False,False,True,32717,parcial_ge_050
24,LJ500_R003_C054,3,54,688000.0,9502500.0,688500.0,9503000.0,688250.0,9502750.0,250000.0,25.0,128267.37943448119,12.82673794344812,0.5130695177379248,False,False,False,False,False,False,True,32717,parcial_ge_050
25,LJ500_R003_C072,3,72,697000.0,9502500.0,697500.0,9503000.0,697250.0,9502750.0,250000.0,25.0,31861.33148242048,3.186133148242048,0.1274453259296819,False,False,False,False,True,True,True,32717,parcial_lt_050
26,LJ500_R003_C073,3,73,697500.0,9502500.0,698000.0,9503000.0,697750.0,9502750.0,250000.0,25.0,249798.9367120949,24.97989367120949,0.9991957468483796,False,False,False,False,False,False,True,32717,parcial_ge_050
27,LJ500_R003_C074,3,74,698000.0,9502500.0,698500.0,9503000.0,698250.0,9502750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
28,LJ500_R003_C075,3,75,698500.0,9502500.0,699000.0,9503000.0,698750.0,9502750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
29,LJ500_R003_C076,3,76,699000.0,9502500.0,699500.0,9503000.0,699250.0,9502750.0,250000.0,25.0,205093.06344197007,20.509306344197007,0.8203722537678803,False,False,False,False,False,False,True,32717,parcial_ge_050
30,LJ500_R003_C077,3,77,699500.0,9502500.0,700000.0,9503000.0,699750.0,9502750.0,250000.0,25.0,34.73725745651147,0.003473725745651147,0.00013894902982604588,False,True,True,True,True,True,True,32717,parcial_lt_050
31,LJ500_R004_C052,4,52,687000.0,9503000.0,687500.0,9503500.0,687250.0,9503250.0,250000.0,25.0,154.3077432122858,0.01543077432122858,0.0006172309728491432,False,True,True,True,True,True,True,32717,parcial_lt_050
32,LJ500_R004_C053,4,53,687500.0,9503000.0,688000.0,9503500.0,687750.0,9503250.0,250000.0,25.0,234060.05036479878,23.40600503647988,0.9362402014591951,False,False,False,False,False,False,True,32717,parcial_ge_050
33,LJ500_R004_C054,4,54,688000.0,9503000.0,688500.0,9503500.0,688250.0,9503250.0,250000.0,25.0,234166.45115213835,23.416645115213836,0.9366658046085534,False,False,False,False,False,False,True,32717,parcial_ge_050
34,LJ500_R004_C055,4,55,688500.0,9503000.0,689000.0,9503500.0,688750.0,9503250.0,250000.0,25.0,182998.18404285173,18.299818404285173,0.7319927361714069,False,False,False,False,False,False,True,32717,parcial_ge_050
35,LJ500_R004_C056,4,56,689000.0,9503000.0,689500.0,9503500.0,689250.0,9503250.0,250000.0,25.0,26197.516390189878,2.619751639018988,0.10479006556075951,False,False,False,False,True,True,True,32717,parcial_lt_050
36,LJ500_R004_C069,4,69,695500.0,9503000.0,696000.0,9503500.0,695750.0,9503250.0,250000.0,25.0,191.0792646526585,0.01910792646526585,0.0007643170586106341,False,True,True,True,True,True,True,32717,parcial_lt_050
37,LJ500_R004_C070,4,70,696000.0,9503000.0,696500.0,9503500.0,696250.0,9503250.0,250000.0,25.0,50597.785455546604,5.059778545554661,0.20239114182218643,False,False,False,False,True,True,True,32717,parcial_lt_050
38,LJ500_R004_C071,4,71,696500.0,9503000.0,697000.0,9503500.0,696750.0,9503250.0,250000.0,25.0,129181.08940757613,12.918108940757612,0.5167243576303046,False,False,False,False,False,False,True,32717,parcial_ge_050
39,LJ500_R004_C072,4,72,697000.0,9503000.0,697500.0,9503500.0,697250.0,9503250.0,250000.0,25.0,231638.95975926213,23.163895975926213,0.9265558390370485,False,False,False,False,False,False,True,32717,parcial_ge_050
40,LJ500_R004_C073,4,73,697500.0,9503000.0,698000.0,9503500.0,697750.0,9503250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
41,LJ500_R004_C074,4,74,698000.0,9503000.0,698500.0,9503500.0,698250.0,9503250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
42,LJ500_R004_C075,4,75,698500.0,9503000.0,699000.0,9503500.0,698750.0,9503250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
43,LJ500_R004_C076,4,76,699000.0,9503000.0,699500.0,9503500.0,699250.0,9503250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
44,LJ500_R004_C077,4,77,699500.0,9503000.0,700000.0,9503500.0,699750.0,9503250.0,250000.0,25.0,180212.49203426673,18.021249203426674,0.7208499681370669,False,False,False,False,False,False,True,32717,parcial_ge_050
45,LJ500_R005_C052,5,52,687000.0,9503500.0,687500.0,9504000.0,687250.0,9503750.0,250000.0,25.0,1580.697571495918,0.15806975714959182,0.0063227902859836725,False,True,True,True,True,True,True,32717,parcial_lt_050
46,LJ500_R005_C053,5,53,687500.0,9503500.0,688000.0,9504000.0,687750.0,9503750.0,250000.0,25.0,247419.04305078488,24.74190430507849,0.9896761722031395,False,False,False,False,False,False,True,32717,parcial_ge_050
47,LJ500_R005_C054,5,54,688000.0,9503500.0,688500.0,9504000.0,688250.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
48,LJ500_R005_C055,5,55,688500.0,9503500.0,689000.0,9504000.0,688750.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
49,LJ500_R005_C056,5,56,689000.0,9503500.0,689500.0,9504000.0,689250.0,9503750.0,250000.0,25.0,107389.00175261308,10.738900175261309,0.4295560070104523,False,False,False,False,False,True,True,32717,parcial_lt_050
50,LJ500_R005_C062,5,62,692000.0,9503500.0,692500.0,9504000.0,692250.0,9503750.0,250000.0,25.0,728.9544259282804,0.07289544259282804,0.002915817703713122,False,True,True,True,True,True,True,32717,parcial_lt_050
51,LJ500_R005_C063,5,63,692500.0,9503500.0,693000.0,9504000.0,692750.0,9503750.0,250000.0,25.0,114782.2630713894,11.47822630713894,0.4591290522855576,False,False,False,False,False,True,True,32717,parcial_lt_050
52,LJ500_R005_C064,5,64,693000.0,9503500.0,693500.0,9504000.0,693250.0,9503750.0,250000.0,25.0,56018.214733089386,5.601821473308939,0.22407285893235754,False,False,False,False,True,True,True,32717,parcial_lt_050
53,LJ500_R005_C067,5,67,694500.0,9503500.0,695000.0,9504000.0,694750.0,9503750.0,250000.0,25.0,546.8457472355581,0.054684574723555805,0.0021873829889422322,False,True,True,True,True,True,True,32717,parcial_lt_050
54,LJ500_R005_C068,5,68,695000.0,9503500.0,695500.0,9504000.0,695250.0,9503750.0,250000.0,25.0,78236.26750488568,7.823626750488567,0.3129450700195427,False,False,False,False,False,True,True,32717,parcial_lt_050
55,LJ500_R005_C069,5,69,695500.0,9503500.0,696000.0,9504000.0,695750.0,9503750.0,250000.0,25.0,205112.34585455406,20.511234585455405,0.8204493834182163,False,False,False,False,False,False,True,32717,parcial_ge_050
56,LJ500_R005_C070,5,70,696000.0,9503500.0,696500.0,9504000.0,696250.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
57,LJ500_R005_C071,5,71,696500.0,9503500.0,697000.0,9504000.0,696750.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
58,LJ500_R005_C072,5,72,697000.0,9503500.0,697500.0,9504000.0,697250.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
59,LJ500_R005_C073,5,73,697500.0,9503500.0,698000.0,9504000.0,697750.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
60,LJ500_R005_C074,5,74,698000.0,9503500.0,698500.0,9504000.0,698250.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
61,LJ500_R005_C075,5,75,698500.0,9503500.0,699000.0,9504000.0,698750.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
62,LJ500_R005_C076,5,76,699000.0,9503500.0,699500.0,9504000.0,699250.0,9503750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
63,LJ500_R005_C077,5,77,699500.0,9503500.0,700000.0,9504000.0,699750.0,9503750.0,250000.0,25.0,244090.11228187341,24.409011228187342,0.9763604491274936,False,False,False,False,False,False,True,32717,parcial_ge_050
64,LJ500_R005_C078,5,78,700000.0,9503500.0,700500.0,9504000.0,700250.0,9503750.0,250000.0,25.0,290.4993517390433,0.029049935173904327,0.001161997406956173,False,True,True,True,True,True,True,32717,parcial_lt_050
65,LJ500_R006_C053,6,53,687500.0,9504000.0,688000.0,9504500.0,687750.0,9504250.0,250000.0,25.0,234893.74613453235,23.489374613453236,0.9395749845381294,False,False,False,False,False,False,True,32717,parcial_ge_050
66,LJ500_R006_C054,6,54,688000.0,9504000.0,688500.0,9504500.0,688250.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
67,LJ500_R006_C055,6,55,688500.0,9504000.0,689000.0,9504500.0,688750.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
68,LJ500_R006_C056,6,56,689000.0,9504000.0,689500.0,9504500.0,689250.0,9504250.0,250000.0,25.0,210953.84969824937,21.095384969824938,0.8438153987929975,False,False,False,False,False,False,True,32717,parcial_ge_050
69,LJ500_R006_C057,6,57,689500.0,9504000.0,690000.0,9504500.0,689750.0,9504250.0,250000.0,25.0,2263.06399556882,0.22630639955688198,0.009052255982275279,False,True,True,True,True,True,True,32717,parcial_lt_050
70,LJ500_R006_C062,6,62,692000.0,9504000.0,692500.0,9504500.0,692250.0,9504250.0,250000.0,25.0,122595.70875137125,12.259570875137126,0.49038283500548496,False,False,False,False,False,True,True,32717,parcial_lt_050
71,LJ500_R006_C063,6,63,692500.0,9504000.0,693000.0,9504500.0,692750.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
72,LJ500_R006_C064,6,64,693000.0,9504000.0,693500.0,9504500.0,693250.0,9504250.0,250000.0,25.0,242525.44327756937,24.252544327756937,0.9701017731102775,False,False,False,False,False,False,True,32717,parcial_ge_050
73,LJ500_R006_C065,6,65,693500.0,9504000.0,694000.0,9504500.0,693750.0,9504250.0,250000.0,25.0,147928.87868108018,14.792887868108018,0.5917155147243207,False,False,False,False,False,False,True,32717,parcial_ge_050
74,LJ500_R006_C066,6,66,694000.0,9504000.0,694500.0,9504500.0,694250.0,9504250.0,250000.0,25.0,119166.93328756082,11.916693328756082,0.4766677331502433,False,False,False,False,False,True,True,32717,parcial_lt_050
75,LJ500_R006_C067,6,67,694500.0,9504000.0,695000.0,9504500.0,694750.0,9504250.0,250000.0,25.0,205304.57938443622,20.53045793844362,0.8212183175377449,False,False,False,False,False,False,True,32717,parcial_ge_050
76,LJ500_R006_C068,6,68,695000.0,9504000.0,695500.0,9504500.0,695250.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
77,LJ500_R006_C069,6,69,695500.0,9504000.0,696000.0,9504500.0,695750.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
78,LJ500_R006_C070,6,70,696000.0,9504000.0,696500.0,9504500.0,696250.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
79,LJ500_R006_C071,6,71,696500.0,9504000.0,697000.0,9504500.0,696750.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
80,LJ500_R006_C072,6,72,697000.0,9504000.0,697500.0,9504500.0,697250.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
81,LJ500_R006_C073,6,73,697500.0,9504000.0,698000.0,9504500.0,697750.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
82,LJ500_R006_C074,6,74,698000.0,9504000.0,698500.0,9504500.0,698250.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
83,LJ500_R006_C075,6,75,698500.0,9504000.0,699000.0,9504500.0,698750.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
84,LJ500_R006_C076,6,76,699000.0,9504000.0,699500.0,9504500.0,699250.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
85,LJ500_R006_C077,6,77,699500.0,9504000.0,700000.0,9504500.0,699750.0,9504250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
86,LJ500_R006_C078,6,78,700000.0,9504000.0,700500.0,9504500.0,700250.0,9504250.0,250000.0,25.0,40564.147823281746,4.056414782328175,0.16225659129312697,False,False,False,False,True,True,True,32717,parcial_lt_050
87,LJ500_R006_C080,6,80,701000.0,9504000.0,701500.0,9504500.0,701250.0,9504250.0,250000.0,25.0,23951.025304041625,2.3951025304041624,0.0958041012161665,False,False,False,True,True,True,True,32717,parcial_lt_050
88,LJ500_R006_C081,6,81,701500.0,9504000.0,702000.0,9504500.0,701750.0,9504250.0,250000.0,25.0,153144.71628080978,15.314471628080979,0.6125788651232391,False,False,False,False,False,False,True,32717,parcial_ge_050
89,LJ500_R006_C082,6,82,702000.0,9504000.0,702500.0,9504500.0,702250.0,9504250.0,250000.0,25.0,18843.317657927077,1.8843317657927077,0.0753732706317083,False,False,False,True,True,True,True,32717,parcial_lt_050
90,LJ500_R007_C052,7,52,687000.0,9504500.0,687500.0,9505000.0,687250.0,9504750.0,250000.0,25.0,2897.4846579387986,0.28974846579387986,0.011589938631755194,False,False,True,True,True,True,True,32717,parcial_lt_050
91,LJ500_R007_C053,7,53,687500.0,9504500.0,688000.0,9505000.0,687750.0,9504750.0,250000.0,25.0,239266.48371273495,23.926648371273494,0.9570659348509398,False,False,False,False,False,False,True,32717,parcial_ge_050
92,LJ500_R007_C054,7,54,688000.0,9504500.0,688500.0,9505000.0,688250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
93,LJ500_R007_C055,7,55,688500.0,9504500.0,689000.0,9505000.0,688750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
94,LJ500_R007_C056,7,56,689000.0,9504500.0,689500.0,9505000.0,689250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
95,LJ500_R007_C057,7,57,689500.0,9504500.0,690000.0,9505000.0,689750.0,9504750.0,250000.0,25.0,106338.3226813813,10.63383226813813,0.4253532907255252,False,False,False,False,False,True,True,32717,parcial_lt_050
96,LJ500_R007_C058,7,58,690000.0,9504500.0,690500.0,9505000.0,690250.0,9504750.0,250000.0,25.0,62850.98198405266,6.285098198405266,0.25140392793621064,False,False,False,False,False,True,True,32717,parcial_lt_050
97,LJ500_R007_C061,7,61,691500.0,9504500.0,692000.0,9505000.0,691750.0,9504750.0,250000.0,25.0,44959.68436309496,4.495968436309496,0.17983873745237983,False,False,False,False,True,True,True,32717,parcial_lt_050
98,LJ500_R007_C062,7,62,692000.0,9504500.0,692500.0,9505000.0,692250.0,9504750.0,250000.0,25.0,247920.42845226696,24.792042845226696,0.9916817138090679,False,False,False,False,False,False,True,32717,parcial_ge_050
99,LJ500_R007_C063,7,63,692500.0,9504500.0,693000.0,9505000.0,692750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
100,LJ500_R007_C064,7,64,693000.0,9504500.0,693500.0,9505000.0,693250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
101,LJ500_R007_C065,7,65,693500.0,9504500.0,694000.0,9505000.0,693750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
102,LJ500_R007_C066,7,66,694000.0,9504500.0,694500.0,9505000.0,694250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
103,LJ500_R007_C067,7,67,694500.0,9504500.0,695000.0,9505000.0,694750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
104,LJ500_R007_C068,7,68,695000.0,9504500.0,695500.0,9505000.0,695250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
105,LJ500_R007_C069,7,69,695500.0,9504500.0,696000.0,9505000.0,695750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
106,LJ500_R007_C070,7,70,696000.0,9504500.0,696500.0,9505000.0,696250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
107,LJ500_R007_C071,7,71,696500.0,9504500.0,697000.0,9505000.0,696750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
108,LJ500_R007_C072,7,72,697000.0,9504500.0,697500.0,9505000.0,697250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
109,LJ500_R007_C073,7,73,697500.0,9504500.0,698000.0,9505000.0,697750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
110,LJ500_R007_C074,7,74,698000.0,9504500.0,698500.0,9505000.0,698250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
111,LJ500_R007_C075,7,75,698500.0,9504500.0,699000.0,9505000.0,698750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
112,LJ500_R007_C076,7,76,699000.0,9504500.0,699500.0,9505000.0,699250.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
113,LJ500_R007_C077,7,77,699500.0,9504500.0,700000.0,9505000.0,699750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
114,LJ500_R007_C078,7,78,700000.0,9504500.0,700500.0,9505000.0,700250.0,9504750.0,250000.0,25.0,179927.5286352925,17.992752863529248,0.71971011454117,False,False,False,False,False,False,True,32717,parcial_ge_050
115,LJ500_R007_C079,7,79,700500.0,9504500.0,701000.0,9505000.0,700750.0,9504750.0,250000.0,25.0,4707.006780793398,0.47070067807933985,0.018828027123173594,False,False,True,True,True,True,True,32717,parcial_lt_050
116,LJ500_R007_C080,7,80,701000.0,9504500.0,701500.0,9505000.0,701250.0,9504750.0,250000.0,25.0,149924.45432409487,14.992445432409488,0.5996978172963795,False,False,False,False,False,False,True,32717,parcial_ge_050
117,LJ500_R007_C081,7,81,701500.0,9504500.0,702000.0,9505000.0,701750.0,9504750.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
118,LJ500_R007_C082,7,82,702000.0,9504500.0,702500.0,9505000.0,702250.0,9504750.0,250000.0,25.0,144707.51299316352,14.470751299316351,0.578830051972654,False,False,False,False,False,False,True,32717,parcial_ge_050
119,LJ500_R008_C052,8,52,687000.0,9505000.0,687500.0,9505500.0,687250.0,9505250.0,250000.0,25.0,18075.636067882373,1.8075636067882372,0.07230254427152949,False,False,False,True,True,True,True,32717,parcial_lt_050
120,LJ500_R008_C053,8,53,687500.0,9505000.0,688000.0,9505500.0,687750.0,9505250.0,250000.0,25.0,248761.46144389219,24.876146144389217,0.9950458457755688,False,False,False,False,False,False,True,32717,parcial_ge_050
121,LJ500_R008_C054,8,54,688000.0,9505000.0,688500.0,9505500.0,688250.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
122,LJ500_R008_C055,8,55,688500.0,9505000.0,689000.0,9505500.0,688750.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
123,LJ500_R008_C056,8,56,689000.0,9505000.0,689500.0,9505500.0,689250.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
124,LJ500_R008_C057,8,57,689500.0,9505000.0,690000.0,9505500.0,689750.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
125,LJ500_R008_C058,8,58,690000.0,9505000.0,690500.0,9505500.0,690250.0,9505250.0,250000.0,25.0,243479.54993700658,24.347954993700657,0.9739181997480263,False,False,False,False,False,False,True,32717,parcial_ge_050
126,LJ500_R008_C059,8,59,690500.0,9505000.0,691000.0,9505500.0,690750.0,9505250.0,250000.0,25.0,124556.57757285013,12.455657757285014,0.4982263102914005,False,False,False,False,False,True,True,32717,parcial_lt_050
127,LJ500_R008_C060,8,60,691000.0,9505000.0,691500.0,9505500.0,691250.0,9505250.0,250000.0,25.0,117640.69597370477,11.764069597370478,0.4705627838948191,False,False,False,False,False,True,True,32717,parcial_lt_050
128,LJ500_R008_C061,8,61,691500.0,9505000.0,692000.0,9505500.0,691750.0,9505250.0,250000.0,25.0,178766.88462361202,17.8766884623612,0.715067538494448,False,False,False,False,False,False,True,32717,parcial_ge_050
129,LJ500_R008_C062,8,62,692000.0,9505000.0,692500.0,9505500.0,692250.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
130,LJ500_R008_C063,8,63,692500.0,9505000.0,693000.0,9505500.0,692750.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
131,LJ500_R008_C064,8,64,693000.0,9505000.0,693500.0,9505500.0,693250.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
132,LJ500_R008_C065,8,65,693500.0,9505000.0,694000.0,9505500.0,693750.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
133,LJ500_R008_C066,8,66,694000.0,9505000.0,694500.0,9505500.0,694250.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
134,LJ500_R008_C067,8,67,694500.0,9505000.0,695000.0,9505500.0,694750.0,9505250.0,250000.0,25.0,250000.0,25.0,1.0,True,False,False,False,False,False,True,32717,completa
